book	chapter	verse	anchor	references
2 Cor	6	16	what	Exod 20:3|Exod 23:13|Exod 34:14|Deut 4:23-24|Deut 5:7|Deut 6:14-15|Josh 24:14-24|1 Sam 7:3-4|1 Kgs 18:21|2 Kgs 17:33-34|2 Kgs 21:4-5|2 Kgs 23:5-7|2 Chr 33:4-5|Ezek 36:25|Hos 14:8|Zeph 1:5|Matt 6:24|1 John 5:20-21
2 Cor	6	16	ye are	1 Cor 3:16-17|1 Cor 6:19|Eph 2:20|Heb 3:6|1 Pet 2:5
2 Cor	6	16	I will dwell	Exod 29:45|Lev 26:12|Ps 90:1|Ezek 43:7,9|Zech 2:10-11|John 6:56|Rom 8:9,11|Eph 3:17|2 Tim 1:14|1 John 4:12,15|Rev 21:3
2 Cor	6	16	I will be	Gen 17:7-8|Jer 24:7|Jer 31:33|Jer 32:38|Ezek 11:20|Ezek 36:28|Ezek 37:26-27|Hos 2:23|Zech 8:8|Zech 13:9|Rom 9:26|Heb 8:10|Rev 21:7
2 Cor	6	17	come	2 Cor 7:1|Num 16:21,26,45|Ezra 6:21|Ezra 10:11|Ps 1:1-3|Prov 9:6|Isa 52:11|Jer 51:6|Acts 2:40|Rev 18:4
2 Cor	6	17	and I	John 6:37-38|Rom 15:7
2 Cor	6	18	a Father	Ps 22:30|Jer 3:19|Jer 31:1,9|Hos 1:9-10|John 1:12|Rom 8:14-17,29|Gal 3:26|Gal 4:5-7|Eph 1:5|1 John 3:1-2|Rev 21:7
2 Cor	6	18	the Lord	Gen 17:1|Gen 48:3|Rev 1:8|Rev 21:22
2 Cor	7	1	therefore	2 Cor 1:20|2 Cor 6:17-18|Rom 5:20-21|Rom 6:1-11|Heb 4:1|2 Pet 1:4-8
2 Cor	7	1	let	Ps 51:10|Ps 119:9|Prov 20:9|Prov 30:12|Isa 1:16|Jer 13:27|Ezek 18:30-32|Ezek 36:25-26|Matt 5:8|Matt 12:33|Matt 23:25-26|Luke 11:39-40|Titus 2:11-14|Jas 4:8|1 Pet 1:22|1 Pet 2:11|1 John 1:7,9|1 John 3:3
2 Cor	7	1	filthiness	Isa 55:7|Jer 4:14|1 Cor 6:20|Eph 2:3|1 Thess 5:23
2 Cor	7	1	perfecting	Matt 5:48|Eph 4:12-13|Phil 3:12-15|1 Thess 3:13|1 Thess 4:7|Heb 12:23|1 Pet 5:10
2 Cor	7	1	in	2 Chr 19:9|Ps 19:9|Prov 8:13|Prov 16:6|Acts 9:31|Heb 12:28
2 Cor	7	2	Receive	2 Cor 11:16|Matt 10:14,40|Luke 10:8|Phil 2:29|Col 4:10|Phlm 1:12,17|2 John 1:10|3 John 1:8-10
2 Cor	7	2	we have wronged	2 Cor 1:12|2 Cor 4:2|2 Cor 6:3-7|2 Cor 11:9|2 Cor 12:14-18|Num 16:15|1 Sam 12:3-4|Acts 20:33|Rom 16:18|1 Thess 2:3-6,10|2 Thess 3:7-9
2 Cor	7	3	to condemn	2 Cor 7:12|2 Cor 2:4-5|2 Cor 13:10|1 Cor 4:14-15
2 Cor	7	3	for	2 Cor 6:11-12
2 Cor	7	3	ye	2 Cor 3:2|2 Cor 11:11|2 Cor 12:15|Phil 1:8-9
2 Cor	7	3	to die	Ruth 1:16-17|1 Thess 2:8
2 Cor	7	4	my boldness	2 Cor 3:12|2 Cor 6:11|2 Cor 10:1-2|2 Cor 11:21|Eph 6:19-20|Phil 1:20|1 Thess 2:2
2 Cor	7	4	great	2 Cor 1:14|2 Cor 9:2-4|1 Cor 1:4|1 Thess 2:19
2 Cor	7	4	I am filled	2 Cor 7:6-7|2 Cor 1:4|2 Cor 2:14|2 Cor 6:10|Acts 5:41|Rom 5:3|Phil 2:17|Col 1:24|1 Thess 3:7-9|Jas 1:2
2 Cor	7	5	when	2 Cor 1:16-17|2 Cor 2:13|Acts 20:1|1 Cor 16:5
2 Cor	7	5	our	2 Cor 4:8-12|2 Cor 11:23-30|Gen 8:9|Isa 33:12|Jer 8:18|Jer 45:3|Matt 11:28-30
2 Cor	7	5	troubled	2 Cor 4:8|Job 18:11|Jer 6:25|Jer 20:10
2 Cor	7	5	without	Deut 32:25|1 Cor 15:31
2 Cor	7	5	fears	2 Cor 2:3,9|2 Cor 11:29|2 Cor 12:20-21|Gal 4:11,19-20|1 Thess 3:5
2 Cor	7	6	that comforteth	2 Cor 1:3-4|2 Cor 2:14|Isa 12:1|Isa 51:12|Isa 57:15,18|Isa 61:1-2|Jer 31:13|Matt 5:4|John 14:16|Rom 15:5|Phil 2:1|2 Thess 2:16-17
2 Cor	7	6	comforted	2 Cor 2:13|1 Cor 16:17-18|1 Thess 3:2,6-7|3 John 1:2-4
2 Cor	7	7	but	Acts 11:23|Rom 1:12|Col 2:5|1 Thess 3:8|2 John 1:4
2 Cor	7	7	when	2 Cor 7:11|2 Cor 2:9|Ps 141:5|Prov 9:8-9
2 Cor	7	7	earnest	2 Cor 5:2|2 Cor 8:16|Luke 22:44|Phil 1:20|Heb 2:1|Jas 5:17|Jude 1:3
2 Cor	7	7	mourning	2 Cor 7:10|Judg 2:4-5|Ps 6:1-6|Ps 30:5|Ps 31:9-11|Ps 38:18|Ps 51:1|Ps 126:5-6|Jer 31:18-20|Matt 5:4|Matt 26:75|Jas 4:9-10
2 Cor	7	7	fervent	2 Cor 1:14|2 Cor 2:3-4|1 Thess 3:6
2 Cor	7	8	though I made	2 Cor 7:6,11|2 Cor 2:2-11|Lam 3:32|Matt 26:21-22|Luke 22:61-62|John 16:6|John 21:17|Heb 12:9-11|Rev 3:19
2 Cor	7	8	though I did	Exod 5:22-23|Jer 20:7-9
2 Cor	7	9	I rejoice	2 Cor 7:6-7,10|Eccl 7:3|Jer 31:18-20|Zech 12:10|Luke 15:7,10,17-24,32|Acts 20:21
2 Cor	7	9	after a godly manner	2 Cor 7:10-11|2 Cor 1:12
2 Cor	7	9	that ye	2 Cor 2:16|2 Cor 10:8-10|2 Cor 13:8-10|Isa 6:9-11
2 Cor	7	10	repentance	2 Cor 12:21|2 Sam 12:13|1 Kgs 8:47-50|Job 33:27-28|Jer 31:9|Ezek 7:16|Ezek 18:27-30|Jonah 3:8,10|Matt 21:28-32|Matt 26:75|Luke 15:10|Luke 18:13|Acts 3:19|Acts 11:18|2 Tim 2:25-26
2 Cor	7	10	the sorrow	Gen 4:13-15|Gen 30:1|1 Sam 30:6|2 Sam 13:4|2 Sam 17:23|1 Kgs 21:4|Prov 15:13,15|Prov 17:22|Prov 18:14|Jonah 4:9|Matt 27:4-5|Heb 12:17
2 Cor	7	11	that	2 Cor 7:9|Isa 66:2|Zech 12:10-14|1 Cor 5:2
2 Cor	7	11	carefulness	2 Cor 7:7|1 Cor 12:25|Titus 3:8
2 Cor	7	11	clearing	Gen 44:6-7|1 Cor 5:13|Eph 5:11|1 Tim 5:21-22
2 Cor	7	11	indignation	2 Sam 12:5-7|Neh 5:6-13|Neh 13:25|Job 42:6|Jer 31:18-20|Dan 6:14|Mark 3:5|Eph 4:26
2 Cor	7	11	fear	2 Cor 7:1|Ps 2:11|Prov 14:16|Prov 28:14|Rom 11:20|Phil 2:12|Heb 4:1|Heb 12:15-16|1 Pet 1:17|Jude 1:23
2 Cor	7	11	vehement	Ps 38:9|Ps 42:1|Ps 130:6|Ps 145:19|Song 8:6|Isa 26:8|1 Pet 2:2
2 Cor	7	11	zeal	2 Cor 9:2|Ps 69:9|Ps 119:139|John 2:17|Acts 17:16
2 Cor	7	11	revenge	Ps 35:13|Matt 5:29-30|Mark 9:43-48|Rev 3:19
2 Cor	7	11	approved	2 Cor 6:4|2 Cor 13:7|Rom 14:18|2 Tim 2:15
2 Cor	7	12	I did	2 Cor 2:9|1 Cor 5:1
2 Cor	7	12	that our	2 Cor 2:4,17|2 Cor 11:11,28|1 Tim 3:5
2 Cor	7	13	we were	2 Cor 2:3|Rom 12:15|1 Cor 12:26|1 Cor 13:5-7|Phil 2:28|1 Pet 3:8
2 Cor	7	13	because	2 Cor 7:15|Rom 15:32|1 Cor 16:13|2 Tim 1:16|Phlm 1:20
2 Cor	7	14	if	2 Cor 7:4|2 Cor 8:24|2 Cor 9:2-4
2 Cor	7	14	we	2 Cor 1:18-20
2 Cor	7	15	inward affection is	2 Cor 6:12|Gen 43:30|1 Kgs 3:26|Song 5:4|Phil 1:8|Col 3:12|1 John 3:17
2 Cor	7	15	the obedience	2 Cor 2:9|2 Cor 10:5-6|Phil 2:12|2 Thess 3:14
2 Cor	7	15	with	2 Cor 7:10-11|Ezra 9:4|Ezra 10:9|Job 21:6|Ps 2:11|Ps 119:120|Isa 66:2|Hos 13:1|Acts 16:29|Eph 6:5|Phil 2:12
2 Cor	7	16	that	2 Thess 3:4|Phlm 1:8,21
2 Cor	8	1	the grace	2 Cor 8:2-7|2 Cor 9:12|Acts 11:23|1 Cor 15:10|Eph 3:8|Col 1:29
2 Cor	8	1	churches	2 Cor 9:2,4|2 Cor 11:9|Acts 16:9|Rom 15:26|1 Thess 1:7-8|1 Thess 4:10
2 Cor	8	2	in	1 Thess 1:6|1 Thess 2:14|1 Thess 3:3-4
2 Cor	8	2	the abundance	Neh 8:10-12|Acts 2:45-46
2 Cor	8	2	their deep	Mark 12:42-44|Luke 21:1-4|Jas 2:5|Rev 2:9
2 Cor	8	2	the riches	2 Cor 6:10|2 Cor 9:11,13|Deut 15:4|Prov 11:25|Isa 32:5-8
2 Cor	8	2	liberality	2 Cor 1:12|Rom 12:8
2 Cor	8	3	to	2 Cor 9:6-7|Mark 14:8|Acts 11:29|1 Cor 16:2|1 Pet 4:11
2 Cor	8	3	I bear	Rom 10:2|Gal 4:15|Col 4:13
2 Cor	8	3	beyond	2 Cor 8:12,16-17|Exod 35:5,21-22,29|1 Chr 29:5-6,9,13-17|Ps 110:3|1 Cor 9:17|Phil 2:13|1 Thess 2:8|Phlm 1:14|1 Pet 5:2
2 Cor	8	4	that	2 Cor 8:18-19|Gen 33:10-11|2 Kgs 5:15-16|Acts 16:15|1 Cor 16:3-4
2 Cor	8	4	the ministering	2 Cor 9:1,12-14|Matt 10:42|Matt 12:50|Matt 25:40,44-45|Mark 14:7|John 19:26-27|Acts 6:1-7|Acts 9:39-41|Acts 11:29|Acts 24:17|Rom 15:25-26|1 Cor 16:1,3-4,15|Gal 2:10|Gal 6:10|1 Tim 5:10|Phlm 1:5-6|Heb 6:10|1 John 3:16-18
2 Cor	8	5	first	2 Cor 5:14-15|1 Sam 1:28|2 Chr 30:8|Isa 44:3-5|Jer 31:33|Zech 13:9|Rom 6:13|Rom 12:1|Rom 14:7-9|1 Cor 6:19-20
2 Cor	8	5	unto	2 Cor 4:5|1 Chr 12:18|2 Chr 30:12
2 Cor	8	6	we	2 Cor 8:16-17|2 Cor 12:18
2 Cor	8	6	grace	2 Cor 8:4,19|2 Cor 9:5|Phil 4:18|1 Pet 4:10
2 Cor	8	7	as	Rom 15:14|1 Cor 1:5|1 Cor 4:7|1 Cor 12:13|1 Cor 14:12|Rev 3:17
2 Cor	8	7	faith	1 Cor 13:2
2 Cor	8	7	knowledge	1 Cor 8:1-2|1 Cor 13:8
2 Cor	8	7	in your	2 Cor 7:7
2 Cor	8	7	see	2 Cor 9:8|Phil 1:9,11|1 Thess 4:9-10|2 Thess 1:3|1 Pet 1:22|2 Pet 1:5-8
2 Cor	8	7	this	2 Cor 8:6|2 Cor 9:14|Eph 4:29|2 Tim 2:1|Heb 12:28|2 Pet 3:18
2 Cor	8	8	speak	2 Cor 8:10|2 Cor 9:7|1 Cor 7:6,12,25
2 Cor	8	8	by occasion	2 Cor 8:1-3|2 Cor 9:2|Rom 11:12-14|Heb 10:24
2 Cor	8	8	prove	2 Cor 8:24|2 Cor 6:6|Josh 24:14|Ezek 33:31|Rom 12:9|Eph 4:15|Eph 6:24|Jas 2:14-16|1 Pet 1:22|1 John 3:17-19
2 Cor	8	9	the grace	2 Cor 13:14|John 1:14,17|Rom 5:8,20-21|1 Cor 1:4|Eph 1:6-8|Eph 2:7|Eph 3:8,19
2 Cor	8	9	though	Ps 102:25-27|John 1:1-4,10|John 16:15|1 Cor 15:47|Phil 2:6|Col 1:16-17|Heb 1:2,6-14
2 Cor	8	9	for	Isa 62:1|Isa 65:8|John 12:30|John 17:19|Col 1:24
2 Cor	8	9	he became	Isa 53:2|Matt 8:20|Matt 17:27|Matt 20:28|Mark 6:3|Luke 2:7|Luke 8:3|Luke 9:58|Phil 2:6-8
2 Cor	8	9	that ye	2 Cor 6:10|Luke 16:11|Rom 8:32|Rom 11:12|1 Cor 3:21-22|Eph 3:8|1 Tim 6:18|Jas 2:5|Rev 3:18|Rev 21:7
2 Cor	8	10	I give	1 Cor 7:25,40
2 Cor	8	10	expedient	2 Cor 12:1|Prov 19:17|Matt 10:42|John 11:50|John 16:7|John 18:14|1 Cor 6:12|1 Cor 10:23|Phil 4:17|1 Tim 6:18-19|Heb 13:16|Jas 2:15-16
2 Cor	8	10	to be	2 Cor 8:8|2 Cor 9:2
2 Cor	8	12	if	2 Cor 9:7|Exod 25:2|Exod 35:5,21-22,29|1 Chr 29:3-18|2 Chr 6:8|Prov 19:22|Mark 12:42-44|Mark 14:7-8|Luke 7:44-46|Luke 12:47-48|Luke 16:10|Luke 21:1-4|1 Pet 4:10
2 Cor	8	13	not	Acts 4:34|Rom 15:26-27
2 Cor	8	15	As it is written, He that had gathered much had nothing over; and he that had gathered little had no lack.	Exod 16:18|Luke 22:35
2 Cor	8	16	thanks	Ezra 7:27|Neh 2:12|Jer 31:31|Jer 32:40|Col 3:17|Rev 17:17
2 Cor	8	16	earnest	2 Cor 7:7,12|Phil 2:20
2 Cor	8	17	accepted	2 Cor 8:6|Heb 13:22
2 Cor	8	17	but	2 Cor 8:8,10
2 Cor	8	18	the brother	2 Cor 8:19,22-23|2 Cor 12:18
2 Cor	8	18	throughout	Rom 16:4
2 Cor	8	19	but	2 Cor 8:1-4|Acts 6:3-6|Acts 15:22,25|1 Cor 16:3-4
2 Cor	8	19	grace	2 Cor 8:4,6-7|2 Cor 9:8
2 Cor	8	19	to the	2 Cor 8:1-2|2 Cor 4:15|2 Cor 9:12-14|Phil 4:18-19|1 Pet 4:10-11
2 Cor	8	20	that	2 Cor 11:12|Matt 10:16|Rom 14:16|1 Cor 16:3|Eph 5:15|1 Thess 5:22
2 Cor	8	21	for	Rom 12:17|Phil 4:8|1 Tim 5:14|Titus 2:5-8|1 Pet 2:12
2 Cor	8	21	not	2 Cor 2:17|2 Cor 5:9-11|Matt 5:16|Matt 6:1,4|Matt 23:5|1 Thess 5:22
2 Cor	8	22	whom	Phil 2:20-22
2 Cor	8	23	Titus	2 Cor 8:6,16|2 Cor 7:6|2 Cor 12:18
2 Cor	8	23	is my	Luke 5:7,10|Phlm 1:17
2 Cor	8	23	and fellow-helper	Phil 2:25|Phil 4:3|Col 1:7|1 Thess 2:2|Phlm 1:24|3 John 1:8
2 Cor	8	23	the messengers	2 Cor 8:19|Phil 2:25
2 Cor	8	24	Wherefore shew ye to them, and before the churches, the proof of your love, and of our boasting on your behalf.	2 Cor 8:8|2 Cor 7:14|2 Cor 9:2-4
2 Cor	9	1	touching	Gen 27:42|1 Sam 20:23|2 Kgs 22:18|Job 37:23|Ps 45:1|Matt 22:31|Rom 11:28|Phil 3:5-6
2 Cor	9	1	the ministering	2 Cor 9:12-14|2 Cor 8:4-15|Gal 2:10|Gal 6:10
2 Cor	9	1	it is	1 Thess 4:9-10|1 Thess 5:1|1 John 2:27
2 Cor	9	2	the forwardness	2 Cor 8:8,10,19|1 Thess 1:7
2 Cor	9	2	I boast	2 Cor 8:24
2 Cor	9	2	that	2 Cor 1:1|2 Cor 8:10|1 Cor 16:15
2 Cor	9	2	provoked	2 Cor 8:8|Heb 10:24
2 Cor	9	3	have	2 Cor 9:4|2 Cor 7:14|2 Cor 8:6,17-24
2 Cor	9	3	ye may	2 Cor 9:5|1 Cor 16:1-4|Titus 3:1
2 Cor	9	4	they	2 Cor 9:2|2 Cor 8:1-5
2 Cor	9	4	be ashamed	2 Cor 8:24|2 Cor 11:17
2 Cor	9	5	and make	2 Cor 8:6|1 Cor 16:2
2 Cor	9	5	bounty	Gen 33:11|1 Sam 25:27|1 Sam 30:26|2 Kgs 5:15
2 Cor	9	6	I say	1 Cor 1:12|1 Cor 7:29|1 Cor 15:20|Gal 3:17|Gal 5:16|Eph 4:17|Col 2:4
2 Cor	9	6	He which soweth sparingly	2 Cor 9:10|Ps 41:1-3|Prov 11:18,24|Prov 19:17|Prov 22:9|Eccl 11:1,6|Luke 6:38|Luke 19:16-26|Gal 6:7-9|Heb 6:10
2 Cor	9	7	not	Deut 15:7-11,14|Prov 23:6-8|Isa 32:5,8|Jas 5:9|1 Pet 4:9
2 Cor	9	7	God	2 Cor 8:12|Exod 25:2|Exod 35:5|1 Chr 29:17|Prov 11:25|Prov 22:9|Acts 20:35|Rom 12:8
2 Cor	9	8	God	2 Chr 25:9|Ps 84:11|Prov 3:9|Prov 10:22|Prov 11:24|Prov 28:27|Hag 2:8|Mal 3:10|Phil 4:18
2 Cor	9	8	all grace	2 Cor 8:19|1 Pet 4:10
2 Cor	9	8	always	2 Cor 9:11|1 Chr 29:12-14
2 Cor	9	8	may	2 Cor 8:2,7|Acts 9:36|1 Cor 15:58|Eph 2:10|Col 1:10|2 Thess 2:17|2 Tim 3:17|Titus 2:14|Titus 3:8,14
2 Cor	9	9	He hath dispersed	Ps 112:9
2 Cor	9	9	his	Ps 112:3|Prov 8:18|Prov 21:21|Isa 51:8|1 Cor 13:13|Gal 5:5-6
2 Cor	9	10	he	Gen 1:11-12|Gen 47:19,23-24|Isa 55:10
2 Cor	9	10	multiply	2 Cor 9:6|Prov 11:18|Eccl 11:6|Phil 4:17
2 Cor	9	10	increase	Hos 10:12|Matt 6:1|Eph 5:9|Phil 1:11|1 Thess 3:12|1 Thess 4:10
2 Cor	9	11	enriched	2 Cor 8:2-3|1 Chr 29:12-14|2 Chr 31:10|Prov 3:9-10|Mal 3:10-11|1 Tim 6:17-18
2 Cor	9	11	bountifulness	2 Cor 8:2|Rom 12:8
2 Cor	9	11	which	2 Cor 9:12|2 Cor 1:11|2 Cor 4:15|2 Cor 8:16,19
2 Cor	9	12	the administration	2 Cor 9:1|2 Cor 8:4
2 Cor	9	12	only	2 Cor 8:14-15|Phil 2:25|Phil 4:18-19|Phlm 1:4-7|Jas 2:14-16|1 John 3:17
2 Cor	9	13	they	Ps 50:23|Matt 5:16|John 15:8|Acts 4:21|Acts 11:18|Acts 21:19-20|Gal 1:24|1 Pet 2:9|1 Pet 4:11
2 Cor	9	13	professed	2 Cor 10:5|Luke 6:46|Rom 10:16|Rom 16:26|Heb 5:9
2 Cor	9	13	and for	Heb 13:16
2 Cor	9	14	by	2 Cor 1:11|Ezra 6:8-10|Ps 41:1-2|Prov 11:26|Luke 16:9|Phil 4:18-19|2 Tim 1:16-18
2 Cor	9	14	long	2 Sam 13:29|Rom 1:11|Phil 1:8|Phil 2:26|Phil 4:1
2 Cor	9	14	the exceeding	2 Cor 8:1,6-7|1 Cor 1:4-5|1 Tim 1:14
2 Cor	9	15	Thanks	2 Cor 9:11|2 Cor 2:14|1 Chr 16:8,35|Ps 30:4,12|Ps 92:1|Luke 2:14,38|1 Cor 15:57|Eph 5:20|Jas 1:17|Rev 4:9
2 Cor	9	15	his	Isa 9:6|Isa 49:6|John 1:16|John 3:16|Rom 6:23|Rom 8:32|1 John 4:9-10|1 John 5:11-12
2 Cor	10	1	I Paul	1 Cor 16:21-22|Gal 5:2|2 Thess 3:17|Phlm 1:9|Rev 1:9
2 Cor	10	1	beseech	2 Cor 10:2|2 Cor 5:20|2 Cor 6:1|Rom 12:1|Eph 4:1|1 Pet 2:11
2 Cor	10	1	by	Ps 45:4|Isa 42:3-4|Zech 9:9|Matt 11:29|Matt 12:19-20|Matt 21:5|Acts 8:32|1 Pet 2:22-23
2 Cor	10	1	presence	2 Cor 10:7,10
2 Cor	10	1	base	2 Cor 10:10|2 Cor 11:30|2 Cor 12:5,7-9|2 Cor 13:4|1 Cor 2:3|1 Cor 4:10|Gal 4:13
2 Cor	10	1	bold	2 Cor 3:12|2 Cor 7:4|2 Cor 11:21|2 Cor 13:2-3|Rom 10:20|Rom 15:15
2 Cor	10	2	that I	2 Cor 12:20|2 Cor 13:2,10|1 Cor 4:19-21
2 Cor	10	2	we walked	2 Cor 11:9-13|2 Cor 12:13-19|Rom 8:1,5|Gal 5:16-25|Eph 2:2-3
2 Cor	10	3	walk	Gal 2:20|1 Pet 4:1-2
2 Cor	10	3	we do	2 Cor 10:4|Rom 8:13|1 Tim 1:18|2 Tim 2:3-4|2 Tim 4:7|Heb 12:1
2 Cor	10	4	the weapons	2 Cor 6:7|Rom 6:13|Rom 13:12|Eph 6:13-18|1 Thess 5:8
2 Cor	10	4	our	1 Tim 1:18|2 Tim 2:3
2 Cor	10	4	mighty	2 Cor 3:5|2 Cor 4:7|2 Cor 13:3-4|Judg 7:13-23|Judg 15:14-16|1 Sam 17:45-50|Ps 110:2|Isa 41:14-16|Zech 4:6-7|Acts 7:22|1 Cor 1:18-24|1 Cor 2:5|2 Cor 13:3|Heb 11:32-33
2 Cor	10	4	to the	Josh 6:20|Isa 30:25|Jer 1:10|Heb 11:30
2 Cor	10	5	down	Luke 1:51|Acts 4:25-26|Rom 1:21|1 Cor 1:19,27-29|1 Cor 3:19
2 Cor	10	5	and every	Exod 5:2|Exod 9:16-17|2 Kgs 19:22,28|Job 40:11-12|Job 42:6|Ps 10:4|Ps 18:27|Isa 2:11-12,17|Isa 60:14|Ezek 17:24|Dan 4:37|Dan 5:23-30|Acts 9:4-6|Phil 3:4-9|2 Thess 2:4,8
2 Cor	10	5	bringing	Matt 11:29-30|Rom 7:23
2 Cor	10	5	every thought	Gen 8:21|Deut 15:9|Ps 139:2|Prov 15:26|Prov 24:9|Isa 55:7|Isa 59:7|Jer 4:14|Matt 15:19|Heb 4:12
2 Cor	10	5	the obedience	Ps 18:44|Ps 110:2-3|Rom 1:5|Rom 16:26|Heb 5:9|1 Pet 1:2,14-15,22
2 Cor	10	6	in	2 Cor 13:2,10|Num 16:26-30|Acts 5:3-11|Acts 13:10-11|1 Cor 4:21|1 Cor 5:3-5|1 Tim 1:20|3 John 1:10
2 Cor	10	6	when	2 Cor 2:9|2 Cor 7:15
2 Cor	10	7	ye look	2 Cor 10:1|2 Cor 5:12|1 Sam 16:7|Matt 23:5|Luke 16:15|John 7:24|Rom 2:28-29
2 Cor	10	7	If	1 Cor 3:23|1 Cor 14:37|1 Cor 15:23|Gal 3:29
2 Cor	10	7	even	2 Cor 5:12|2 Cor 11:4,18,23|2 Cor 12:11|2 Cor 13:3|1 Cor 9:1|Gal 1:11-13|Gal 2:5-9|1 John 4:6
2 Cor	10	8	though	2 Cor 1:24|2 Cor 13:2-3,8,10|Gal 1:1
2 Cor	10	8	I should not	2 Cor 7:14|2 Cor 12:6|2 Tim 1:12
2 Cor	10	9	terrify	2 Cor 10:10|1 Cor 4:5,19-21
2 Cor	10	10	but	2 Cor 10:1|2 Cor 12:5-9|1 Cor 2:3-4|Gal 4:13-14
2 Cor	10	10	and his	2 Cor 11:6|Exod 4:10|Jer 1:6|1 Cor 1:17,21|1 Cor 2:1-4
2 Cor	10	11	such	2 Cor 12:20|2 Cor 13:2-3,10|1 Cor 4:19-20
2 Cor	10	12	we dare not	2 Cor 3:1|2 Cor 5:12|Job 12:2|Prov 25:27|Prov 27:2|Luke 18:11|Rom 15:18
2 Cor	10	12	are not wise	Prov 26:12
2 Cor	10	13	we will not	2 Cor 10:15|Prov 25:14
2 Cor	10	13	according	2 Cor 10:14|Matt 25:15|Rom 12:6|Rom 15:20|1 Cor 12:11|Eph 4:7|1 Pet 4:10
2 Cor	10	13	rule	Ps 19:4|Isa 28:17|Rom 10:18
2 Cor	10	14	we stretch not	2 Cor 3:1-3|Rom 15:18-19|1 Cor 2:10|1 Cor 3:5,10|1 Cor 4:15|1 Cor 9:1-2
2 Cor	10	14	the gospel	2 Cor 4:4|Mark 1:1|Acts 20:24|Rom 1:16|Rom 2:16|Rom 16:25|Gal 1:6-8|Col 1:5|1 Tim 1:11
2 Cor	10	15	boasting	2 Cor 10:13|Rom 15:20
2 Cor	10	16	preach	Rom 15:24-28
2 Cor	10	17	But he that glorieth, let him glory in the Lord.	Ps 105:3|Ps 106:5|Isa 41:16|Isa 45:25|Isa 65:16|Jer 4:2|Jer 9:23-24|Rom 5:11|1 Cor 1:29,31|Gal 6:13-14|Phil 3:3|Jas 1:9-10
2 Cor	10	18	not	2 Cor 10:12|2 Cor 3:1|2 Cor 5:12|Prov 21:2|Prov 27:2|Luke 16:15|Luke 18:10-14
2 Cor	10	18	approved	2 Cor 6:4|2 Cor 13:7|Acts 2:22|Rom 14:18|Rom 16:10|1 Cor 11:19|2 Tim 2:15
2 Cor	10	18	but	Matt 25:20-23|John 5:42-44|John 12:43|Rom 2:29|1 Cor 4:5|1 Pet 1:7
2 Cor	11	1	Would	Num 11:29|Josh 7:7|2 Kgs 5:3|Acts 26:29|1 Cor 4:8
2 Cor	11	1	bear with me a	2 Cor 11:4|Acts 18:14|Heb 5:2
2 Cor	11	1	in	2 Cor 11:16-17,19,21|2 Cor 5:13|2 Cor 12:11|1 Cor 1:21|1 Cor 3:18|1 Cor 4:10
2 Cor	11	2	jealous	Gal 4:11,17-19|Phil 1:8|1 Thess 2:11
2 Cor	11	2	I have	Gen 24:2-5,58-67|Ps 45:10-11|Isa 54:5|Isa 62:4-5|Hos 2:19-20|John 3:29|Rom 7:4|1 Cor 4:15
2 Cor	11	2	I may	Eph 5:27|Col 1:28
2 Cor	11	2	a chaste	Lev 21:13-15|Ezek 44:22
2 Cor	11	3	I fear	2 Cor 11:29|2 Cor 12:20-21|Ps 119:53|Gal 1:6|Gal 3:1|Gal 4:11|Phil 3:18-19
2 Cor	11	3	as	Gen 3:4,13|John 8:44|1 Tim 2:14|Rev 12:9|Rev 20:2
2 Cor	11	3	so	2 Cor 11:13-15|2 Cor 2:17|2 Cor 4:2|Matt 24:24|Acts 20:30-31|Gal 1:6|Gal 2:4|Gal 3:1|Eph 4:14|Eph 6:24|Col 2:4,8,18|2 Thess 2:3-11|1 Tim 1:3|1 Tim 4:1-4|2 Tim 3:1-9,13|2 Tim 4:3-4|Titus 1:10|Heb 13:9|2 Pet 2:1-14|2 Pet 3:3,17|1 John 2:18|1 John 4:1|Jude 1:4|Rev 12:9
2 Cor	11	3	the simplicity	2 Cor 1:12|Rom 12:8|Rom 16:18-19
2 Cor	11	4	preacheth	Acts 4:12|1 Tim 2:5
2 Cor	11	4	receive	1 Cor 12:4-11|Gal 3:2|Eph 4:4-5
2 Cor	11	4	another gospel	Gal 1:7-8
2 Cor	11	5	I was not	2 Cor 12:11-12|1 Cor 15:10|Gal 2:6-9
2 Cor	11	6	rude	2 Cor 10:10|1 Cor 1:17,21|1 Cor 2:1-3,13
2 Cor	11	6	not	Eph 3:4|2 Pet 3:15-16
2 Cor	11	6	but we	2 Cor 4:2|2 Cor 5:11|2 Cor 7:2|2 Cor 12:12
2 Cor	11	7	in	2 Cor 10:1|2 Cor 12:13|Acts 18:1-3|Acts 20:34|1 Cor 4:10-12|1 Cor 9:6,12,14-18|1 Thess 2:9|2 Thess 3:8
2 Cor	11	8	I robbed other churches, taking wages of them, to do you service.	2 Cor 11:9|Phil 4:14-16
2 Cor	11	9	wanted	2 Cor 6:4|2 Cor 9:12|Phil 2:25|Phil 4:11-14|Heb 11:37
2 Cor	11	9	I was	2 Cor 12:13|Neh 5:15|Acts 18:3|Acts 20:33|1 Thess 2:9|2 Thess 3:8-9
2 Cor	11	9	the brethren	2 Cor 8:1-2|Phil 4:10,15-16
