book	chapter	verse	anchor	references
Prov	30	16	The grave; and the barren womb; the earth that is not filled with water; and the fire that saith not, It is enough.	Prov 27:20|Hab 2:5
Prov	30	17	eye	Prov 30:11|Prov 20:20|Prov 23:22|Gen 9:21-27|Lev 20:9|Deut 21:18-21|2 Sam 18:9-10,14-17
Prov	30	17	the ravens	1 Sam 17:44|2 Sam 21:10
Prov	30	18	too	Job 42:3|Ps 139:6
Prov	30	19	way of an	Job 39:27|Isa 40:31
Prov	30	19	and the	Exod 22:16
Prov	30	20	Such is the way of an adulterous woman; she eateth, and wipeth her mouth, and saith, I have done no wickedness.	Prov 7:13-23|Num 5:11-30
Prov	30	22	a servant	Prov 19:10|Prov 28:3|Eccl 10:7|Isa 3:4-5
Prov	30	22	a fool	1 Sam 25:3,10-11,25,36-38|1 Sam 30:16
Prov	30	23	an odious	Prov 19:13|Prov 21:9,19|Prov 27:15
Prov	30	23	an handmaid	Prov 29:21
Prov	30	24	little	Job 12:7
Prov	30	25	The ants are a people not strong, yet they prepare their meat in the summer;	Prov 6:6-8
Prov	30	26	The conies are but a feeble folk, yet make they their houses in the rocks;	Lev 11:5|Ps 104:18
Prov	30	27	The locusts	Exod 10:4-6,13-15|Ps 105:34|Joel 1:4,6-7|Joel 2:7-11,25|Rev 9:3-11
Prov	30	30	A lion which is strongest among beasts, and turneth not away for any;	Num 23:24|Judg 14:18
Prov	30	31	against	Prov 16:14|Prov 20:2|Dan 3:15-18
Prov	30	32	thou hast done	Prov 26:12|Eccl 8:3
Prov	30	32	lay	Prov 17:28|Job 21:5|Job 40:4|Eccl 8:4|Mic 7:16-17|Rom 3:19
Prov	30	33	so	Prov 15:18|Prov 16:28|Prov 17:14|Prov 26:21|Prov 28:25|Prov 29:22
Prov	31	1	the prophecy	Prov 30:1
Prov	31	1	his	Prov 1:8|Prov 6:20|2 Tim 1:5|2 Tim 3:15
Prov	31	2	the son of my womb	Isa 49:15
Prov	31	2	the son of my vows	1 Sam 1:11,28
Prov	31	3	strength	Prov 5:9-11|Prov 7:26-27|Hos 4:11
Prov	31	3	to that	Deut 17:17|Neh 13:26
Prov	31	4	It is not for kings, O Lemuel, it is not for kings to drink wine; nor for princes strong drink:	Lev 10:9-10|1 Kgs 20:12,16-20|Esth 3:15|Eccl 10:17|Isa 28:7-8|Dan 5:2-4|Hos 4:11-12|Hos 7:3-5|Hab 2:5|Mark 6:21-28
Prov	31	5	pervert	Hab 2:5
Prov	31	6	strong	Ps 104:15|1 Tim 5:23
Prov	31	6	of heavy hearts	1 Sam 1:10|1 Sam 30:6|2 Kgs 4:27
Prov	31	7	Let him drink, and forget his poverty, and remember his misery no more.	Eph 5:18
Prov	31	8	Open	Prov 24:7,11-12|1 Sam 19:4-7|1 Sam 20:32|1 Sam 22:14-15|Esth 4:13-16|Job 29:9,17|Ps 82:3-4|Jer 26:16-19,24|Jer 38:7-10|John 7:51
Prov	31	8	such, etc	Ps 79:11
Prov	31	9	Open thy mouth, judge righteously, and plead the cause of the poor and needy.	Prov 16:12|Prov 20:8|Lev 19:15|Deut 1:16|Deut 16:18-20|2 Sam 8:15|Ps 58:1-2|Ps 72:1-2|Job 29:12,15-16|Isa 1:17,23|Isa 11:4|Isa 32:1-2|Jer 5:28|Jer 22:3,15-16|Jer 23:5|Dan 4:27|Amos 5:11-12|Zech 7:9|Zech 9:9|John 7:24|Heb 1:9|Rev 19:11
Prov	31	10	can	Prov 12:4|Prov 18:22|Prov 19:14|Ruth 3:11|Eccl 7:28|Song 6:8-9|Eph 5:25-33
Prov	31	10	her	Prov 3:15|Prov 8:11|Prov 20:15
Prov	31	11	The heart of her husband doth safely trust in her, so that he shall have no need of spoil.	2 Kgs 4:9-10,22-23|1 Pet 3:1-7
Prov	31	12	She will do him good and not evil all the days of her life.	1 Sam 25:18-22,26-27
Prov	31	13	worketh	Gen 18:6-8|Gen 24:13-14,18-20|Gen 29:9-10|Exod 2:16|Ruth 2:2-3,23|Isa 3:16-24|Isa 32:9-11|Acts 9:39-40|1 Thess 4:11|2 Thess 3:10-12|1 Tim 5:10,14|Titus 2:5
Prov	31	14	She is like the merchants' ships; she bringeth her food from afar.	Prov 31:24|1 Kgs 9:26-28|2 Chr 9:10|Ezek 27:3-36
Prov	31	15	riseth	Josh 3:1|2 Chr 36:15|Ps 119:147-148|Eccl 9:10|Mark 1:35|Rom 12:11
Prov	31	15	and giveth	Matt 24:25|Luke 12:42
Prov	31	16	considereth	Josh 15:18|Song 8:12|Matt 13:44
Prov	31	17	girdeth	1 Kgs 18:46|2 Kgs 4:29|Job 38:3|Luke 12:35|Eph 6:10,14|1 Pet 1:13
Prov	31	17	strengtheneth	Gen 49:24|Isa 44:12|Hos 7:15
Prov	31	18	her candle	Gen 31:40|Ps 127:2|Matt 25:3-10|1 Thess 2:9|2 Thess 3:7-9
Prov	31	19	She layeth her hands to the spindle, and her hands hold the distaff.	Exod 35:25-26
Prov	31	20	She stretcheth	Prov 1:24|Rom 10:21
Prov	31	20	she reacheth	Prov 19:17|Prov 22:9|Job 31:16-20|Ps 41:1|Ps 112:9|Eccl 11:1-2|Mark 14:7|Acts 9:39-41|Acts 20:34-35|Eph 4:28|Heb 13:16
Prov	31	21	afraid	Prov 25:20
Prov	31	21	scarlet	Gen 45:22
Prov	31	22	coverings	Prov 7:16
Prov	31	22	clothing	Gen 41:42|Esth 5:1|Esth 8:15|Ps 45:13-14|Ezek 16:10-13|1 Pet 3:3
Prov	31	23	husband	Prov 12:4
Prov	31	23	in the	Prov 24:7|Deut 16:18|Deut 21:19|Ruth 4:1|Job 29:7
Prov	31	24	She maketh fine linen, and selleth it; and delivereth girdles unto the merchant.	Prov 31:13,19|1 Kgs 10:28|Ezek 27:16|Luke 16:19
Prov	31	25	Strength	Job 29:14|Job 40:10|Ps 132:9,16|Isa 61:10|Rom 13:14|Eph 4:24|1 Tim 2:10|1 Pet 5:5-6
Prov	31	25	and she	Ps 97:11-12|Isa 65:13-14|Matt 25:20-21
Prov	31	26	openeth	Prov 31:8-9|Judg 13:23|1 Sam 25:24-31|2 Sam 20:16-22|2 Kgs 22:15-20|Esth 4:4|Esth 5:8|Esth 7:3-6|Esth 8:3-6|Luke 1:38,42-56|Acts 18:26|Eph 4:29|Col 4:5
Prov	31	26	in her	Prov 12:18|Prov 16:24|Prov 25:15|Gen 24:18-20|Song 2:14|Song 4:11|Mal 2:6|Acts 6:15|1 Pet 3:1,4-5,8-9
Prov	31	27	She looketh well to the ways of her household, and eateth not the bread of idleness.	Prov 14:1|1 Thess 4:11|2 Thess 3:6|1 Tim 5:10|Titus 2:4
Prov	31	28	children	Prov 31:1|1 Kgs 2:19|Ps 116:16|2 Tim 1:5|2 Tim 3:15-17
Prov	31	28	her husband	Song 7:1-9|Isa 62:4-5
Prov	31	29	thou	Song 6:8-9|Eph 5:27
Prov	31	30	Favour	Prov 6:25|Prov 11:22|2 Sam 14:25|Esth 1:11-12|Ezek 16:15|Jas 1:11|1 Pet 1:24
Prov	31	30	a woman	Prov 1:7|Prov 8:13|Exod 1:17-21|Ps 147:11|Luke 1:6,46-50|1 Pet 3:4-5
Prov	31	30	she	Eccl 7:18|Eccl 12:13|Rom 2:29|1 Cor 4:5|1 Pet 1:7|1 Pet 3:4
Prov	31	31	of the	Prov 31:16|Prov 11:30|Ps 128:2|Matt 7:16,20|Rom 6:21-22|Phil 4:17
Prov	31	31	and let	Mark 14:7-9|Acts 9:39|Rom 16:1-4,6,12|1 Tim 5:25|Heb 6:10|Rev 14:13
Eccl	1	1	the Preacher	Eccl 1:12|Eccl 7:27|Eccl 12:8-10|Neh 6:7|Ps 40:9|Isa 61:1|Jonah 3:2|2 Pet 2:5
Eccl	1	1	king	Eccl 1:12|1 Kgs 11:42-43|2 Chr 9:30|2 Chr 10:17-19
Eccl	1	2	Vanity of vanities, saith the Preacher, vanity of vanities; all is vanity.	Eccl 2:11,15,17,19,21,23,26|Eccl 3:19|Eccl 4:4,8,16|Eccl 5:10|Eccl 6:11|Eccl 11:8,10|Eccl 12:8|Ps 39:5-6|Ps 62:9-10|Ps 144:4|Rom 8:20
Eccl	1	3	profit	Eccl 2:22|Eccl 3:9|Eccl 5:16|Prov 23:4-5|Isa 55:2|Hab 2:13,18|Matt 16:26|Mark 8:36-37|John 6:27
Eccl	1	3	under	Eccl 2:11,19|Eccl 4:3,7|Eccl 5:18|Eccl 6:12|Eccl 7:11|Eccl 8:15-17|Eccl 9:3,6,13
Eccl	1	4	One generation	Eccl 6:12|Gen 5:3-31|Gen 11:20-32|Gen 36:9-19|Gen 47:9|Exod 1:6-7|Exod 6:16-27|Ps 89:47-48|Ps 90:9-10|Zech 1:5
Eccl	1	4	but	Ps 102:24-28|Ps 104:5|Ps 119:90-91|Matt 24:35|2 Pet 3:10-13
Eccl	1	5	sun	Gen 8:22|Ps 19:4-6|Ps 89:36-37|Ps 104:19-23|Jer 33:20
Eccl	1	5	hasteth	Josh 10:13-14|Ps 42:1|Hab 3:11
Eccl	1	6	The wind	Job 37:9,17|Ps 107:25,29|Jonah 1:4|Matt 7:24,27|John 3:8|Acts 27:13-15
Eccl	1	7	the rivers run	Job 38:10-11|Ps 104:6-9
Eccl	1	8	full	Eccl 2:11,26|Matt 11:28|Rom 8:22-23
Eccl	1	8	man	Eccl 4:1-4|Eccl 7:24-26
Eccl	1	8	the eye	Eccl 4:8|Eccl 5:10-11|Ps 63:5|Prov 27:20|Prov 30:15-16|Matt 5:6|Rev 7:16-17
Eccl	1	9	that hath	Eccl 3:15|Eccl 7:10|2 Pet 2:1
Eccl	1	9	and there	Isa 43:19|Jer 31:22|Rev 21:1,5
Eccl	1	10	it hath	Matt 5:12|Matt 23:30-32|Luke 17:26-30|Acts 7:51|1 Thess 2:14-16|2 Tim 3:8
Eccl	1	11	There is	Eccl 2:16|Ps 9:6|Isa 41:22-26|Isa 42:9
Eccl	1	12	I the Preacher was king over Israel in Jerusalem.	Eccl 1:1|1 Kgs 4:1-19
Eccl	1	13	I gave	Eccl 1:17|Eccl 7:25|Eccl 8:9,16-17|Ps 111:2|Prov 2:2-4|Prov 4:7|Prov 18:1,15|Prov 23:26|1 Tim 4:15
Eccl	1	13	this sore	Eccl 3:10|Eccl 4:4|Eccl 12:12|Gen 3:19
Eccl	1	14	And	Eccl 1:17-18|Eccl 2:11,17,26|1 Kgs 4:30-32|Ps 39:5-6
Eccl	1	15	crooked	Eccl 3:14|Eccl 7:12-13|Job 11:6|Job 34:29|Isa 40:4|Lam 3:37|Dan 4:35|Matt 6:27
Eccl	1	16	communed	2 Kgs 5:20|Ps 4:4|Ps 77:6|Isa 10:7-14|Jer 22:14|Ezek 38:10-11|Dan 4:30
Eccl	1	16	Lo	Eccl 2:9|1 Kgs 3:12-13|1 Kgs 4:30|1 Kgs 10:7,23-24|2 Chr 1:10-12|2 Chr 2:12|2 Chr 9:22-23
Eccl	1	16	great experience of	Heb 5:14
Eccl	1	17	I gave	Eccl 1:13|Eccl 2:3,12|Eccl 7:23-25|1 Thess 5:21
Eccl	1	17	I perceived	Eccl 2:10-11
Eccl	1	18	For in	Eccl 2:15|Eccl 7:16|Eccl 12:12-13|Job 28:28|1 Cor 3:18-20|Jas 3:13-17
Eccl	2	1	said	Eccl 2:15|Eccl 1:16-17|Eccl 3:17-18|Ps 10:6|Ps 14:1|Ps 27:8|Ps 30:6-7|Luke 12:19
Eccl	2	1	Go to	Gen 11:3-4,7|2 Kgs 5:5|Isa 5:5|Jas 4:13|Jas 5:1
Eccl	2	1	I will	Eccl 8:15|Eccl 11:9|Isa 50:5,11|Luke 16:19,23|Jas 5:5|Titus 3:3|Rev 18:7-8
Eccl	2	2	It is	Eccl 7:2-6|Prov 14:13|Isa 22:12-13|Amos 6:3-6|1 Pet 4:2-4
Eccl	2	3	sought	Eccl 1:17|1 Sam 25:36
Eccl	2	3	yet	Prov 20:1|Prov 31:4-5|Eph 5:18
Eccl	2	3	and to lay	Eccl 7:18|Prov 20:1|Prov 23:29-35|Matt 6:24|2 Cor 6:15-17
Eccl	2	3	till	Eccl 6:12|Eccl 12:13
Eccl	2	3	all	Gen 47:9|Job 14:14|Ps 90:9-12
Eccl	2	4	made	Gen 11:4|2 Sam 18:18|Dan 4:30
Eccl	2	4	I builded	Deut 8:12-14|1 Kgs 7:1-2,8-12|1 Kgs 9:1|1 Kgs 15:19|1 Kgs 10:19-20|2 Chr 8:1-6,11|Ps 49:11
Eccl	2	4	I planted	1 Chr 27:27|2 Chr 26:10|Song 1:14|Song 7:12|Song 8:11-12|Isa 5:1
Eccl	2	5	me	Song 4:12-16|Song 5:1|Song 6:2|Jer 39:4
Eccl	2	5	I planted	Gen 2:8-9|Luke 17:27-29
Eccl	2	6	pools	Neh 2:14|Song 7:4
Eccl	2	6	to water	Ps 1:3|Jer 17:8
Eccl	2	7	servants	1 Kgs 9:20-22|Ezra 2:58|Neh 7:57
Eccl	2	7	and had	Gen 17:12-13
Eccl	2	7	also	Gen 13:2|2 Kgs 3:4|1 Chr 27:29-31|2 Chr 26:10|2 Chr 32:27-29|Job 1:3|Job 42:12
Eccl	2	8	silver	1 Kgs 9:14,28|1 Kgs 10:10|1 Kgs 14:21-22,27|2 Chr 9:11,15-21
Eccl	2	8	men singers	2 Sam 19:35|Ezra 2:65
Eccl	2	8	musical instruments, etc	1 Chr 25:1,6|Job 21:11-12|Ps 150:3-5|Dan 3:5,7,15|Amos 6:5
Eccl	2	9	So I was great, and increased more than all that were before me in Jerusalem: also my wisdom remained with me.	Eccl 1:16|1 Kgs 3:12|1 Kgs 10:7,23|1 Chr 29:25|2 Chr 1:1|2 Chr 9:22-23
Eccl	2	10	whatsoever	Eccl 3:22|Eccl 6:9|Eccl 11:9|Gen 3:6|Gen 6:2|Judg 14:2|Job 31:1|Ps 119:37|Prov 23:5|1 John 2:16
Eccl	2	10	my heart rejoiced	Eccl 2:22|Eccl 5:18|Eccl 9:9|Ps 128:2
Eccl	2	11	I looked	Eccl 1:14|Gen 1:31|Exod 39:43|1 John 2:16-17
Eccl	2	11	behold	Eccl 2:17-23|Eccl 1:3,14|Hab 2:13|1 Tim 6:6
Eccl	2	12	I turned	Eccl 1:17|Eccl 7:25
Eccl	2	13	I saw	Eccl 7:11-12|Eccl 9:16|Prov 4:5-7|Prov 16:16|Mal 3:18|Mal 4:1-2
Eccl	2	13	light	Eccl 11:7|Ps 119:105,130|Prov 4:18-19|Matt 6:23|Luke 11:34-35|Eph 5:8
Eccl	2	14	wise	Eccl 8:1|Eccl 10:2-3|Prov 14:8|Prov 17:24|1 John 2:11
Eccl	2	14	one	Eccl 9:1-3,11,16|Ps 19:10|Ps 49:10
Eccl	2	15	and why	Eccl 1:16,18|1 Kgs 3:12
Eccl	2	15	Then I	Eccl 2:1|Eccl 1:2,14
Eccl	2	16	there is	Eccl 1:11|Exod 1:6,8|Ps 88:12|Ps 103:16|Mal 3:16
Eccl	2	16	how	Eccl 6:8|2 Sam 3:33|Ps 49:10|Heb 9:27
Eccl	2	17	I hated	Num 11:15|1 Kgs 19:4|Job 3:20-22|Job 7:15-16|Job 14:13|Jer 20:14-18|Jonah 4:3,8|Phil 1:23-25
Eccl	2	17	work	Eccl 1:14|Eccl 3:16|Ezek 3:14|Hab 1:3
Eccl	2	17	for	Eccl 2:11,22|Eccl 6:9|Ps 89:47
Eccl	2	18	I hated	Eccl 2:4-9|Eccl 1:13|Eccl 4:3|Eccl 5:18|Eccl 9:9
Eccl	2	18	I should	Eccl 2:26|Eccl 5:13-14|1 Kgs 11:11-13|Ps 17:14|Ps 39:6|Ps 49:10|Luke 12:20|Luke 16:27-28|Acts 20:29-30|1 Cor 3:10
Eccl	2	19	who knoweth	Eccl 3:22|1 Kgs 12:14-20|1 Kgs 14:25-28|2 Chr 10:13-16|2 Chr 12:9-10
Eccl	2	19	wise under	Eccl 9:13|Luke 16:8|Jas 1:17|Jas 3:17
Eccl	2	20	Therefore I went about to cause my heart to despair of all the labour which I took under the sun.	Gen 43:14|Job 17:11-15|Ps 39:6-7|1 Cor 15:19|2 Cor 1:8-10|1 Thess 3:3-4
Eccl	2	21	whose	Eccl 2:17-18|Eccl 9:18|2 Chr 31:20-21|2 Chr 33:2-9|2 Chr 34:2|2 Chr 35:18|2 Chr 36:5-10|Jer 22:15,17
Eccl	2	22	hath man	Eccl 1:3|Eccl 3:9|Eccl 5:10-11,17|Eccl 6:7-8|Eccl 8:15|Prov 16:26|1 Tim 6:8
Eccl	2	22	and of the	Eccl 4:6,8|Ps 127:2|Matt 6:11,25,34|Matt 16:26|Luke 12:22,29|Phil 4:6|1 Pet 5:7
Eccl	2	23	all	Gen 47:9|Job 5:7|Job 14:1|Ps 90:7-10,15|Ps 127:2
Eccl	2	23	his heart	Eccl 5:12|Esth 6:1|Job 7:13-14|Ps 6:6-7|Ps 32:4|Ps 77:2-4|Dan 6:18|Acts 14:22
Eccl	2	24	nothing	Eccl 3:12-13,22|Eccl 5:18|Eccl 8:15|Eccl 9:7-9|Eccl 11:9-10|Deut 12:12,18|Neh 8:10|Acts 14:17|1 Tim 6:17
Eccl	2	24	that it	Eccl 3:13|Eccl 5:19|Eccl 6:2|Mal 2:2|Luke 12:19-20
Eccl	2	25	who can	Eccl 2:1-12|1 Kgs 4:21-24
Eccl	2	26	in his sight	Gen 7:1|Luke 1:6
Eccl	2	26	wisdom	2 Chr 31:20-21|Prov 3:13-18|Isa 3:10-11|John 16:24|Rom 14:17-18|1 Cor 1:30-31|Gal 5:22-23|Col 1:9-12|Col 3:16-17|Jas 3:17
Eccl	2	26	to the sinner	Job 27:16-17|Prov 13:22|Prov 28:8
Eccl	3	1	every thing	Eccl 3:17|Eccl 7:14|Eccl 8:5-6|2 Kgs 5:26|2 Chr 33:12|Prov 15:23|Matt 16:3
Eccl	3	1	under	Eccl 1:13|Eccl 2:3,17
Eccl	3	2	time to be born	Gen 17:21|Gen 21:1-2|1 Sam 2:5|1 Kgs 13:2|2 Kgs 4:16|Ps 113:9|Isa 54:1|Luke 1:13,20,36|John 16:21|Acts 7:17,20|Gal 4:4
Eccl	3	2	and a time	Gen 47:29|Num 20:24-28|Num 27:12-14|Deut 3:23-26|Deut 34:5|Job 7:1|Job 14:5,14|Isa 38:1,5|John 7:30|Heb 9:27
Eccl	3	2	a time to plant	Ps 52:5|Isa 5:2-5|Jer 1:10|Jer 18:7-10|Jer 45:4|Matt 13:28-29,41|Matt 15:13
Eccl	3	3	time to kill	Deut 32:39|1 Sam 2:6,25|Hos 6:1-2
Eccl	3	3	a time to heal	Num 26:6-9|Isa 38:5-20|Jer 33:6|Luke 9:54-56|Acts 5:15-16
Eccl	3	3	a time to break	Isa 5:5-6|Isa 44:26|Jer 31:28|Jer 45:4|Ezek 13:14|Dan 9:25-27|Zech 1:12
Eccl	3	4	time to weep	Neh 8:9-12|Neh 9:1-38|Ps 30:5|Ps 126:1-2,5-6|Isa 22:12-13|Matt 9:15|Matt 11:17|John 16:20-22|Rom 12:15|2 Cor 7:10|Jas 4:9
Eccl	3	4	a time to laugh	Gen 21:6|Luke 1:13-14,58|Luke 6:21-25
Eccl	3	4	to dance	Exod 15:20|2 Sam 6:16
Eccl	3	5	to cast	Josh 4:3-9|Josh 10:27|2 Sam 18:17-18|2 Kgs 3:25
Eccl	3	5	a time to embrace	Exod 19:15|1 Sam 21:4-5|Song 2:6-7|Joel 2:16|1 Cor 7:5
Eccl	3	6	time to get	Gen 30:30-43|Gen 31:18|Exod 12:35-36|Deut 8:17-18|2 Kgs 5:26|2 Kgs 8:9
Eccl	3	6	an a time to lose	Matt 16:25-26|Matt 19:29|Mark 8:35-37|Mark 10:28-30|Luke 9:24-25
Eccl	3	6	and a time to cast	Eccl 11:1|2 Kgs 7:15|Ps 112:9|Isa 2:20|Jonah 1:5|Acts 27:19,38|Phil 3:7-8|Heb 10:34-35
Eccl	3	7	time to rend	Gen 37:29,34|2 Sam 1:11|2 Sam 3:31|1 Kgs 21:27|2 Kgs 5:7|2 Kgs 6:30|Jer 36:24|Joel 2:13|Acts 9:39
Eccl	3	7	time to keep	Job 2:13|Ps 39:2|Isa 36:21|Jer 8:14|Lam 3:28|Amos 5:13|Amos 8:3|Mic 7:5
Eccl	3	7	and a time to speak	Gen 44:18,34|1 Sam 19:4-5|1 Sam 25:24-44|Esth 4:13-14|Esth 7:4|Job 32:4-22|Prov 24:11-12|Prov 31:8-9|Luke 19:37-40|Acts 4:20
Eccl	3	8	time to love	Ezek 16:8|Ps 139:21|Eph 3:19|Eph 5:25,28-29|Titus 2:4
Eccl	3	8	a time to hate	2 Chr 19:2|Luke 14:26|Rev 2:2
Eccl	3	8	a time of war	Gen 14:14-17|Josh 8:1-29|Josh 11:23|2 Sam 10:6-19|1 Kgs 5:4|2 Chr 20:1-30
Eccl	3	9	What profit hath he that worketh in that wherein he laboureth?	Eccl 1:3|Eccl 2:11,22-23|Eccl 5:16|Prov 14:23|Matt 16:26
Eccl	3	10	I have seen the travail, which God hath given to the sons of men to be exercised in it.	Eccl 1:13-14|Eccl 2:26|Gen 3:19|1 Thess 2:9|2 Thess 3:8
Eccl	3	11	hath made	Eccl 7:29|Gen 1:31|Deut 32:4|Mark 7:37
Eccl	3	11	also	Matt 13:22|Rom 1:19-20,28
Eccl	3	11	so	Eccl 8:17|Job 11:7|Job 37:23|Ps 104:24|Matt 11:27|Rom 11:33
Eccl	3	12	but	Eccl 3:22|Eccl 9:7-9|Deut 28:63|Ps 37:3|Isa 64:5|Luke 11:41|Acts 20:35|Phil 4:4-9|1 Thess 5:15-16|1 Tim 6:18
Eccl	3	13	And also that every man should eat and drink, and enjoy the good of all his labour, it is the gift of God.	Eccl 2:24|Eccl 5:18-20|Eccl 6:2|Eccl 9:7|Deut 28:30-31,47-48|Judg 6:3-6|Ps 128:2|Isa 65:21-23
Eccl	3	14	whatsoever	Ps 33:11|Ps 119:90-91|Isa 46:10|Dan 4:34-35|Acts 2:23|Acts 4:28|Rom 11:36|Eph 3:11|Titus 1:2|Jas 1:17
Eccl	3	14	nothing	Ps 76:10|Prov 19:21|Prov 21:30|Prov 30:6|Isa 10:12-15|Dan 8:8|Dan 11:2-4|John 19:10-11,28-37|Acts 5:39
Eccl	3	14	God doeth it	Ps 64:9|Isa 59:18-19|Rev 15:4
Eccl	3	15	which hath	Eccl 1:9-10
Eccl	3	16	That	Eccl 4:1|Eccl 5:8|1 Kgs 21:9-21|Ps 58:1-2|Ps 82:2-5|Ps 94:21-22|Isa 59:14|Mic 2:2|Mic 7:3|Zeph 3:3|Matt 26:59|Acts 23:3|Jas 2:6
Eccl	3	17	said	Eccl 1:16|Eccl 2:1
Eccl	3	17	God	Eccl 12:14|Gen 18:25|Ps 98:9|Matt 16:27|Matt 25:31-46|John 5:22,26-29|Acts 17:31|Rom 2:5-9|1 Cor 4:5|2 Cor 5:10|2 Thess 1:6-10|Rev 20:11-15
Eccl	3	17	for	Eccl 3:1|Jer 29:10-11|Dan 11:40|Dan 12:4,9,11-13|Acts 1:7|1 Thess 5:1|2 Pet 3:7-8|Rev 11:2-3,18|Rev 17:12-17|Rev 20:2,7-9
Eccl	3	18	concerning	Gen 3:17-19|Job 14:1-4|Job 15:16|Ps 49:14,19-20|Ps 73:18-19|Ps 90:5-12|Heb 9:27|1 Pet 1:24
Eccl	3	18	that God, etc	Job 40:8|Ps 51:4|Rom 3:4|Rom 9:23
Eccl	3	18	and that	Ps 73:22|2 Pet 2:12
Eccl	3	19	that which	Eccl 2:16|Ps 49:12,20|Ps 92:6-7
Eccl	3	19	as the	2 Sam 14:14|Job 14:10-12|Ps 104:29
Eccl	3	19	for	Eccl 2:20-23|Ps 39:5-6|Ps 89:47-48
Eccl	3	20	go	Eccl 3:21|Eccl 6:6|Eccl 9:10|Gen 25:8,17|Num 27:13|Job 7:9|Job 17:13|Job 30:24|Ps 49:14
Eccl	3	20	all are	Gen 3:19|Job 10:9-10|Job 34:15|Ps 104:29|Dan 12:2
Eccl	3	21	knoweth	Eccl 12:7|Luke 16:22-23|John 14:3|Acts 1:25|2 Cor 5:1,8|Phil 1:23
Eccl	3	22	nothing	Eccl 3:11-12|Eccl 2:10-11,24|Eccl 5:18-20|Eccl 8:15|Eccl 9:7-9|Eccl 11:9|Deut 12:7,18|Deut 26:10-11|Deut 28:47|Rom 12:11-12|Phil 4:4-5
Eccl	3	22	who	Eccl 6:12|Eccl 8:7|Eccl 9:12|Eccl 10:14|Job 14:21|Dan 12:9-10,13|Matt 6:34
Eccl	4	1	I returned	Job 6:29|Mal 3:18
Eccl	4	1	and considered	Eccl 3:16|Eccl 5:8|Eccl 7:7|Exod 1:13-14,16,22|Exod 2:23-24|Exod 5:16-19|Deut 28:33,48|Judg 4:3|Judg 10:7-8|Neh 5:1-5|Job 24:7-12|Ps 10:9-10|Prov 28:3,15-16|Isa 5:7|Isa 51:23|Isa 59:7,13-15|Mal 3:5
Eccl	4	1	the tears	Ps 42:3,9|Ps 80:5|Ps 102:8-9|Mal 2:13|Jas 5:4
Eccl	4	1	they had	Job 16:4|Job 19:21-22|Ps 69:20|Ps 142:4|Prov 19:7|Lam 1:2,9|Matt 26:56|2 Tim 4:16-17
Eccl	4	2	Wherefore I praised the dead which are already dead more than the living which are yet alive.	Eccl 2:17|Eccl 9:4-6|Job 3:17-21
Eccl	4	3	better	Eccl 6:3-5|Job 3:10-16|Job 10:18-19|Jer 20:17-18|Matt 24:19|Luke 23:29
Eccl	4	3	who	Eccl 1:14|Eccl 2:17|Ps 55:6-11|Jer 9:2-3
Eccl	4	4	every, etc	Gen 4:4-8|Gen 37:2-11|1 Sam 18:8-9,14-16,29-30|Prov 27:4|Matt 27:18|Acts 7:9|Jas 4:5|1 John 3:12
Eccl	4	4	This is	Eccl 4:16|Eccl 1:14|Eccl 2:21,26|Eccl 6:9,11|Gen 37:4,11
Eccl	4	5	fool	Prov 6:10-11|Prov 12:27|Prov 13:4|Prov 20:4|Prov 24:33-34
Eccl	4	5	eateth	Job 13:14|Prov 11:17|Isa 9:20
Eccl	4	6	Better is an handful with quietness, than both the hands full with travail and vexation of spirit.	Ps 37:16|Prov 15:16-17|Prov 16:8|Prov 17:1
Eccl	4	7	Then I returned, and I saw vanity under the sun.	Eccl 4:1|Ps 78:33|Zech 1:6
Eccl	4	8	one	Eccl 4:9-12|Gen 2:18|Isa 56:3-5
Eccl	4	8	he hath	Gen 15:2-3
Eccl	4	8	no	Isa 5:8
Eccl	4	8	is his	Eccl 1:8|Eccl 5:10|Prov 27:20|Hab 2:5-9|1 John 2:16
Eccl	4	8	For	Ps 39:6|Isa 44:19-20|Luke 12:20
Eccl	4	8	it is	Eccl 1:13|Eccl 2:23|Isa 55:2|Matt 11:28
Eccl	4	9	are	Gen 2:18|Exod 4:14-16|Num 11:14|Prov 27:17|Hag 1:14|Mark 6:7|Acts 13:2|Acts 15:39-40|1 Cor 12:18-21
Eccl	4	9	a good	Ruth 2:12|John 4:36|2 John 1:8
Eccl	4	10	if	Exod 32:2-4,21|Deut 9:19-20|1 Sam 23:16|2 Sam 11:27|2 Sam 12:7-14|Job 4:3-4|Isa 35:3-4|Luke 22:31-32|Gal 2:11-14|Gal 6:1|1 Thess 4:18|1 Thess 5:11
Eccl	4	10	but	Gen 4:8|2 Sam 14:6
Eccl	4	11	Again, if two lie together, then they have heat: but how can one be warm alone?	1 Kgs 1:1-2
Eccl	4	12	and a	2 Sam 23:9,16,18-19,23|Dan 3:16-17|Eph 4:3
Eccl	4	13	is a poor	Eccl 9:15-16|Gen 37:2|Prov 19:1|Prov 28:6,15-16
Eccl	4	13	will no more be	1 Kgs 22:8|2 Chr 16:9-10|2 Chr 24:20-22|2 Chr 25:16
